tree,954896,,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species
 In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height
 In wider definitions, the taller palms, tree ferns, bananas, and bamboos are also trees
 Trees are not a taxonomic group but include a variety of plant species that have independently evolved a trunk and branches as a way to tower above other plants to compete for sunlight
 Trees tend to be long-lived, some reaching several thousand years old
"
eraser,827654,,"An eraser, (also called a rubber outside the United States, from the material first used) is an article of stationery that is used for removing marks from paper or skin (e
g
 parchment or vellum)
 Erasers have a rubbery consistency and come in a variety of shapes, sizes and colours
 Some pencils have an eraser on one end
 Less expensive erasers are made from synthetic rubber and synthetic soy-based gum, but more expensive or specialized erasers are vinyl, plastic, or gum-like materials
"
bottle cap,397148,,"A bottle cap or bottle top seals the top opening of a bottle
 A cap is typically colourfully decorated with the logo of the brand of beverage
 Plastic caps are used for plastic bottles, while metal with plastic backing is used for glass; the metal is usually steel
 Plastic caps may have a pour spout
 Flip-Top caps like Flapper closures provide controlled dispensing of dry products
"
mop,941083,,"A mop (such as a floor mop) is a mass or bundle of coarse strings or yarn, etc
, or a piece of cloth, sponge, or other absorbent material, attached to a pole or stick
 It is used to soak up liquid, for cleaning floors and other surfaces, to mop up dust, or for other cleaning purposes
 The word (then spelled mappe) is attested in English as early as 1496, but new refinements and variations of mop designs have been introduced, from time to time
 For example, American inventor Jacob Howe received U
S
 patent #241 for a mop holder in 1837 and Thomas W
 Stewart (U
S
 patent #499,402) in 1893
 The modern variant of the mop was conceived in 1956 by Manuel Jalón Corominas, finding commercial success under the branding Rodex
"
sidewalk,767916,,"A sidewalk (American English) or pavement (British English), also known as a footpath or footway, is a path along the side of a road
 It is often constructed of concrete or cement, though occasionally asphalt, and is designed for pedestrians
 A sidewalk may accommodate moderate changes in grade (height) and is normally separated from the vehicular section by a curb
 There may also be a median strip or road verge (a strip of vegetation, grass or bushes or trees or a combination of these) either between the sidewalk and the roadway or between the sidewalk and the boundary

In some places, the same term may also be used for a paved path, trail or footpath that is not next to a road, for example, a path through a park
"
glasses,376654,,"Glasses, also known as eyeglasses or spectacles, are vision aids, consisting of glass or hard plastic lenses mounted in a frame that holds them in front of a person's eyes, typically utilizing a bridge over the nose and arms which rest over the ears

Glasses are typically used for vision correction, such as with reading glasses and glasses used for nearsightedness

Safety glasses provide eye protection against flying debris for construction workers or lab technicians; these glasses may have protection for the sides of the eyes as well as in the lenses
 Some types of safety glasses are used to protect against visible and near-visible light or radiation
 Glasses are worn for eye protection in some sports, such as squash
"
canvas,89377,,"Canvas is an extremely durable plain-woven fabric used for making sails, tents, marquees, backpacks, and other items for which sturdiness is required, as well as in such fashion objects as handbags, electronic device cases, and shoes
 It is also popularly used by artists as a painting surface, typically stretched across a wooden frame
 
Modern canvas is usually made of cotton or linen, along with polyvinyl chloride (PVC), although historically it was made from hemp
 It differs from other heavy cotton fabrics, such as denim, in being plain weave rather than twill weave
 Canvas comes in two basic types: plain and duck
"
sandal,351966,,"A scandal can be broadly defined as the strong social reactions of outrage, anger, or surprise, when accusations or rumours circulate or appear for some reason, regarding a person or persons who are perceived to have transgressed in some way
 These reactions are usually noisy and may be conflicting, and they often have negative effects on the status and credibility of the person(s) or organisation involved
 Society is scandalised when it becomes aware of breaches of moral norms or legal requirements, often when these have remained undiscovered or been concealed for some time
 Such breaches have typically erupted from greed, lust or the abuse of power
 Scandals may be regarded as political, sexual, moral, literary or artistic but often spread from one realm into another
"
thermostat,387698,,"A thermostat is a component which senses the temperature of a physical system and performs actions so that the system's temperature is maintained near a desired  setpoint

Thermostats are used in any device or system that heats or cools to a setpoint temperature, examples include building heating, central heating, air conditioners, HVAC systems,  water heaters, as well as kitchen equipment including ovens and refrigerators and medical and scientific incubators
 In scientific literature, these devices are often broadly classified as thermostatically controlled loads (TCLs)
 Thermostatically controlled loads comprise roughly 50% of the overall electricity demand in the United States
A thermostat operates as a ""closed loop"" control device, as it seeks to reduce the error between the desired and measured temperatures
 Sometimes a thermostat combines both the sensing and control action elements of a controlled system, such as in an automotive thermostat
"
pants,181139,,"Plants are mainly multicellular, predominantly photosynthetic eukaryotes of the kingdom Plantae
 Historically, plants were treated as one of two kingdoms including all living things that were not animals, and all algae and fungi were treated as plants
 However, all current definitions of Plantae exclude the fungi and some algae, as well as the prokaryotes (the archaea and bacteria)
 By one definition, plants form the clade Viridiplantae (Latin name for ""green plants""), a group that includes the flowering plants, conifers and other gymnosperms, ferns and their allies, hornworts, liverworts, mosses and the green algae, but excludes the red and brown algae

Green plants obtain most of their energy from sunlight via photosynthesis by primary chloroplasts that are derived from endosymbiosis with cyanobacteria
"
radio,773108,,"Radio is the technology of signaling and communicating using radio waves
 Radio waves are electromagnetic waves of frequency between 30 hertz (Hz) and 300 gigahertz (GHz)
 They are generated by an electronic device called a transmitter connected to an antenna which radiates the waves, and received by a radio receiver connected to another antenna
 Radio is very widely used in modern technology, in radio communication, radar, radio navigation, remote control, remote sensing and other applications
 In radio communication, used in radio and television broadcasting, cell phones, two-way radios, wireless networking and satellite communication among numerous other uses, radio waves are used to carry information across space from a transmitter to a receiver, by modulating the radio signal (impressing an information signal on the radio wave by varying some aspect of the wave) in the transmitter
"
ice cube tray,479879,,"An ice cube is a small piece of ice, which is typically rectangular as viewed from above and trapezoidal as viewed from the side
 Ice cubes are products of mechanical refrigeration and are usually produced to cool beverages
 They may be produced at home in a freezer with an ice tray or in an automated ice-making accessory
 They may also be produced industrially and sold commercially



== Origin of production ==

American physician and humanitarian John Gorrie built a refrigerator in 1844 with the purpose of producing ice to cool air
"
shampoo,821005,,"Shampoo () is a hair care product, typically in the form of a viscous liquid, that is used for cleaning hair
 Less commonly, shampoo is available in bar form, like a bar of soap
 Shampoo is used by applying it to wet hair, massaging the product into the scalp, and then rinsing it out
 Some users may follow a shampooing with the use of hair conditioner

The typical reason of using shampoo is to remove the unwanted build-up of sebum in the hair without stripping out so much as to make hair unmanageable
"
floor,484082,,"A floor is the bottom surface of a room or vehicle
 Floors vary from simple dirt in a cave to many-layered surfaces made with modern technology
 Floors may be stone, wood, bamboo, metal or any other material that can support the expected load

The levels of a building are often referred to as floors, although a more proper term is storey

Floors typically consist of a subfloor for support and a floor covering used to give a good walking surface
"
boom box,223085,,"A boombox (known by names such as Jambox and ghettoblaster) is a transistorized portable music player featuring one or two cassette tape recorder/players and AM/FM radio, generally with a carrying handle
 Beginning in the mid 1980s, a CD player was often included
 Sound is delivered through an amplifier and two or more integrated loudspeakers
 A boombox is a device typically capable of receiving radio stations and playing recorded music (usually cassettes or CDs usually at a high volume)
 Many models are also capable of recording onto cassette tapes from radio and other sources
"
fork,964679,,"In cutlery or kitchenware, a fork (from the Latin furca (""pitchfork"")) is a utensil, now usually made of metal, whose long handle terminates in a head that branches into several narrow and often slightly curved tines with which one can spear foods either to hold them to cut with a knife or to lift them to the mouth
  


== History ==

Bone forks have been found in archaeological sites of the Bronze Age Qijia culture (2400–1900 BC), the Shang dynasty (c
 1600–c
 1050 BC), as well as later Chinese dynasties
 A stone carving from an Eastern Han tomb (in Ta-kua-liang, Suide County, Shaanxi) depicts three hanging two-pronged forks in a dining scene
"
drill,585030,,"A drill is a tool primarily used for making round holes or driving fasteners
  It is fitted with a bit, either a drill or driver, depending on application, secured by a chuck
 Some powered drills also include a hammer function

Drills vary widely in speed, power, and size
  They are characteristically corded electrically driven devices, with hand operated types dramatically decreasing in popularity and cordless battery powered ones proliferating
"
helmet,847133,,"A helmet is a form of protective gear worn to protect the head
 More specifically, a helmet complements the skull in protecting the human brain
 Ceremonial or symbolic helmets (e
g
 UK policeman's helmet) without protective function are sometimes worn
 Soldiers wear helmets, often made from lightweight plastic materials
"
bow and arrow,189031,,"The bow and arrow is a ranged weapon system consisting of an elastic launching device (bow) and long-shafted projectiles (arrows)

Archery is the art, practice, or skill of using bows to shoot arrows
 A person who shoots arrows with a bow is called a bowman or an archer
 Someone who makes bows is known as a bowyer, one who makes arrows is a fletcher, and one who manufactures metal arrowheads is an arrowsmith
Humans used bows and arrows for hunting and violence long before recorded history and was common to many prehistoric cultures
 They were important weapons of war from ancient history until the early modern period, where they were rendered increasingly obsolete by the development of the more powerful and accurate firearms, and were eventually dropped from warfare
"
remote control,735393,,"In electronics, a remote control or clicker is an electronic device used to operate another device from a distance, usually wirelessly
 For example, in consumer electronics, a remote control can be used to operate devices such as a television set, DVD player or other home appliance, from a short distance
 A remote control is primarily a convenience feature for the user, and can allow operation of devices that are out of convenient reach for direct operation of controls
 In some cases, remote controls allow a person to operate a device that they otherwise would not be able to reach, as when a garage door opener is triggered from outside or when a Digital Light Processing projector that is mounted on a high ceiling is controlled by a person from the floor level

Early television remote controls (1956–1977) used ultrasonic tones
"
chapter book,335265,,"A chapter book or chapterbook is a story book intended for intermediate readers, generally age 7–10
  Unlike picture books for beginning readers, a chapter book tells the story primarily through prose, rather than pictures
  Unlike books for advanced readers, chapter books contain plentiful illustrations
  The name refers to the fact that the stories are usually divided into short chapters, which provide readers with opportunities to stop and resume reading if their attention spans are not long enough to finish the book in one sitting
  Chapter books are usually works of fiction of moderate length and complexity
"
balloon,862246,,"A balloon is a flexible bag that can be inflated with a gas, such as helium, hydrogen, nitrous oxide, oxygen, air
 For special tasks, balloons can be filled with smoke, liquid water, granular media (e
g
 sand, flour or rice), or light sources
 Modern day balloons are made from materials such as rubber, latex, polychloroprene, or a nylon fabric, and can come in many different colors
 Some early balloons were made of dried animal bladders, such as the pig bladder
"
shoes,135313,,"A shoe is an item of footwear intended to protect and comfort the human foot
 Shoes are also used as an item of decoration and fashion
 The design of shoes has varied enormously through time and from culture to culture, with appearance originally being tied to function
 Additionally, fashion has often dictated many design elements, such as whether shoes have very high heels or flat ones
 Contemporary footwear in the 2010s varies widely in style, complexity and cost
"
sponge,439015,,"Sponges, the members of the phylum Porifera (; meaning ""pore bearer""), are a basal Metazoa (animal) clade as a sister of the Diploblasts
 They are multicellular organisms that have bodies full of pores and channels allowing water to circulate through them, consisting of jelly-like mesohyl sandwiched between two thin layers of cells
 The branch of zoology that studies sponges is known as spongiology

Sponges have unspecialized cells that can transform into other types and that often migrate between the main cell layers and the mesohyl in the process
 Sponges do not have nervous, digestive or circulatory systems
"
screw,423687,,"A screw is a type of fastener, in some ways similar to a bolt (see Differentiation between bolt and screw below), typically made of metal, and characterized by a helical ridge, known as a male thread (external thread)
 Screws are used to fasten materials by digging in and wedging into a material when turned, while the thread cuts grooves in the fastened material that may help pull fastened materials together and  prevent pull-out
 There are many screws for a variety of materials; those commonly fastened by screws include wood, sheet metal, and plastic



== Explanation ==
A screw is a combination of simple machines—it is in essence an inclined plane wrapped around a central shaft, but the inclined plane (thread) also comes to a sharp edge around the outside, which acts a wedge as it pushes into the fastened material, and the shaft and helix also form a wedge in the form of the point
 Some screw threads are designed to mate with a complementary thread, known as a female thread (internal thread), often in the form of a nut, or object that has the internal thread formed into it
"
desk,53339,,"A desk or bureau is a piece of furniture with a flat table-style work surface used in a school, office, home or the like for academic, professional or domestic activities such as reading, writing, or using equipment such as a computer
 Desks often have one or more drawers, compartments, or pigeonholes to store items such as office supplies and papers
 Desks are usually made of wood or metal, although materials such as glass are sometimes seen

Some desks have the form of a table, although usually only one side of a desk is suitable to sit at (there are some exceptions, such as a partners desk), unlike most usual tables
 Some desks do not have the form of a table, for instance, an armoire desk is a desk built within a large wardrobe-like cabinet, and a portable desk is light enough to be placed on a person's lap
"
ring,686872,,"A wing is a type of fin that produces lift, while moving through air or some other fluid
 As such, wings have streamlined cross-sections that are subject to aerodynamic forces and act as airfoils
 A wing's aerodynamic efficiency is expressed as its lift-to-drag ratio
 The lift a wing generates at a given speed and angle of attack can be one to two orders of magnitude greater than the total drag on the wing
 A high lift-to-drag ratio requires a significantly smaller thrust to propel the wings through the air at sufficient lift
"
greeting card,179174,,"A greeting card is an illustrated piece of card stock or high quality paper featuring an expression of friendship or other sentiment
 Although greeting cards are usually given on special occasions such as birthdays, Christmas or other holidays, such as Halloween,  they are also sent to convey thanks or express other feelings (such as to get well from illness)
 Greeting cards, usually packaged with an envelope, come in a variety of styles
  There are both mass-produced as well as handmade versions that are distributed by hundreds of companies large and small
 While typically inexpensive, more elaborate cards with die-cuts or glued-on decorations may be more expensive
"
washing machine,963672,,"A  washing machine (laundry machine, clothes washer, or washer) is a home appliance used to wash laundry
 The term is mostly applied to machines that use water as opposed to dry cleaning (which uses alternative cleaning fluids, and is performed by specialist businesses) or ultrasonic cleaners
 The user adds laundry detergent, which is sold in liquid or powder form, to the wash water



== Washing by hand ==

Laundering by hand involves soaking, beating, scrubbing, and rinsing dirty textiles
 Before indoor plumbing, the maids, washerwoman (laundress), or housewife also had to carry all the water used for washing, boiling, and rinsing the laundry; according to an 1886 calculation, some women in the United States fetched water eight to ten times every day from a pump, well, or spring for these purposes
"
box,804415,,"Box (plural: boxes) describes a variety of containers and receptacles for permanent use as storage, or for temporary use, often for transporting contents

Boxes may be made of durable materials such as wood or metal, or of corrugated fiberboard, paperboard, or other non-durable materials
 The size may vary from very small (e
g
, a matchbox) to the size of a large appliance
 A corrugated box is a very common shipping container
  When no specific shape is described, a box of rectangular cross-section with all sides flat may be expected, but a box may have a horizontal cross section that is square, elongated, round or oval; sloped or domed top surfaces, or vertical edges
"
tire swing,687872,,"A swing is a hanging seat, often found at playgrounds for children, at a circus for acrobats, or on a porch for relaxing, although they may also be items of indoor furniture, such as the Latin American hammock or the Indian oonjal
 The seat of a swing may be suspended from chains or ropes
 Once a swing is in motion, it continues to oscillate like a pendulum until external interference or drag brings it to a halt
 Swing sets are very popular with children

On playgrounds, several swings are often suspended from the same metal or wooden frame, known as a swing set, allowing more than one child to play at a time
"
Who Stole the Cookie from the Cookie Jar?,531519,,"""Who Stole the Cookie from the Cookie Jar?"" or the Cookie Jar Song is a sing-along game of children's music
 The song is an infinite-loop motif, where each verse directly feeds into the next
 The game begins with the children sitting or standing, arranged in an inward-facing circle
 
The song usually begins with the group leader asking who stole a cookie from an imaginary (or sometimes real) cookie jar, followed by the name of one of the children in the circle
  The child questions the ""accusation,"" answered by an affirmation from the ""accuser,"" followed by continued denial from the ""accused
""  The accuser asks who stole the cookie, followed by the accused's saying the name of another child in the circle
"
loudspeaker,429431,,"A loudspeaker (or loud-speaker or speaker) is an electroacoustic transducer; a device which converts an electrical audio signal into a corresponding sound
  The most widely used type of speaker in the 2010s is the dynamic speaker, invented in 1924 by Edward W
 Kellogg and Chester W
 Rice
  The dynamic speaker operates on the same basic principle as a dynamic microphone, but in reverse, to produce sound from an electrical signal
 When an alternating current electrical audio signal is applied to its voice coil, a coil of wire suspended in a circular gap between the poles of a permanent magnet, the coil is forced to move rapidly back and forth due to Faraday's law of induction, which causes a diaphragm (usually conically shaped) attached to the coil to move back and forth, pushing on the air to create sound waves
 Besides this most common method, there are several alternative technologies that can be used to convert an electrical signal into sound
"
toothpaste,253402,,"Toothpaste is a paste or gel dentifrice used with a toothbrush to clean and maintain the aesthetics and health of teeth
 Toothpaste is used to promote oral hygiene: it is an abrasive that aids in removing dental plaque and food from the teeth, assists in suppressing halitosis, and delivers active ingredients (most commonly fluoride) to help prevent tooth decay (dental caries) and gum disease (gingivitis)
 Salt and sodium bicarbonate (baking soda) are among materials that can be substituted for commercial toothpaste
 Large amounts of swallowed toothpaste can be toxic



== Usefulness ==
A 2016 systematic review indicates that using toothpaste when brushing the teeth has no impact on the level of plaque removal
"
lotion,181545,,"A lotion is a low-viscosity topical preparation intended for application to the skin
 By contrast, creams and gels have higher viscosity, typically due to lower water content
  Lotions are applied to external skin with bare hands, a brush, a clean cloth, or cotton wool
 
While a lotion may be used as a medicine delivery system, many lotions, especially hand lotions and body lotions are meant instead to simply smooth, moisturize, soften and perhaps perfume the skin
Some skincare products, such as sunscreen and moisturizer, may be available in multiple formats, such as lotions, gels, creams, or sprays



== Medicine delivery ==

Dermatologists can prescribe lotions to treat or prevent skin diseases
"
shovel,658788,,"A shovel is a tool for digging, lifting, and moving bulk materials, such as soil, coal, gravel, snow, sand, or ore

Most shovels are hand tools consisting of a broad blade fixed to a medium-length handle
 Shovel blades are usually made of sheet steel or hard plastics and are very strong
 Shovel handles are usually made of wood (especially specific varieties such as ash or maple) or glass-reinforced plastic (fibreglass)

Hand shovel blades made of sheet steel usually have a folded seam or hem at the back to make a socket for the handle
"
food,83151,,"In most contexts, the concept of good denotes the conduct that should be preferred when posed with a choice between possible actions
 Good is generally considered to be the opposite of evil, and is of interest in the study of morality, ethics, religion and philosophy
 The specific meaning and etymology of the term and its associated translations among ancient and contemporary languages show substantial variation in its inflection and meaning depending on circumstances of place, history, religious, or philosophical context



== History of ideas on the topic ==

Every language has a word expressing good in the sense of ""having the right or desirable quality"" (ἀρετή) and bad in the sense ""undesirable""
 A sense of moral judgement and a distinction ""right and wrong, good and bad"" are cultural universals
"
phone,788079,,"A photograph (also known as a photo) is an image created by light falling on a photosensitive surface, usually photographic film or an electronic image sensor, such as a CCD or a CMOS chip
 Most photographs are created using a camera, which uses a lens to focus the scene's visible wavelengths of light into a reproduction of what the human eye would see
 The process and practice of creating such images is called photography
 The word photograph was coined in 1839 by Sir John Herschel and is based on the Greek φῶς (phos), meaning ""light,"" and γραφή (graphê), meaning ""drawing, writing,"" together meaning ""drawing with light
""


== History ==

The first permanent photograph, a contact-exposed copy of an engraving, was made in 1822 using the bitumen-based ""heliography"" process developed by Nicéphore Niépce
 The first photographs of a real-world scene, made using a camera obscura, followed a few years later, but Niépce's process was not sensitive enough to be practical for that application: a camera exposure lasting for hours or days was required
"
hair brush,243449,,"A hairbrush is a stick brush with rigid or soft spokes used in hair care for smoothing, styling, and detangling human hair, or for grooming an animal's fur
 It can also be used for styling in combination with a curling iron or hair dryer


A flat brush is normally used for detangling hair, for example after sleep or showering
 A round brush can be used for styling and curling hair, especially by a professional stylist, often with a hair dryer
 A paddle brush is used to straighten hair and tame fly-aways
"
picture frame,112804,,"A picture frame is a simultaneously protective and decorative edging for a picture, such as a painting or photograph
 It makes displaying the work safer and easier and both sets the picture apart from its surroundings and aesthetically integrates it with them



== Construction ==

The purpose of a picture frame is to protect the art and present it to its best advantage
 When framed properly, an artifact is far more likely to remain in good condition for a long period of time

Traditionally picture frames have been made of wood, and it remains very popular because wood frames can provide strength, be shaped in a broad range of profiles, and allow innumerable surface treatments
"
coasters,706377,,"The Coasters are an American rhythm and blues/rock and roll vocal group who had a string of hits in the late 1950s
 Beginning with ""Searchin'"" and ""Young Blood"", their most memorable songs were written by the songwriting and producing team of Leiber and Stoller
 Although the Coasters originated outside of mainstream doo-wop, their records were so frequently imitated that they became an important part of the doo-wop legacy through the 1960s



== History ==
The Coasters were formed on October 12, 1955 when only two of The Robins were willing to go to Atlantic Records, those two were dubbed The Coasters because they went from West to East coast
 The Robins were a Los Angeles–based rhythm-and-blues group that included Carl Gardner and Bobby Nunn
"
stop sign,59515,,"A stop sign is a traffic sign designed to notify drivers that they must come to a complete stop and make sure that the intersection is clear of vehicles and pedestrians before they continue through the intersection



== Specifications ==
The 1968 Vienna Convention on Road Signs and Signals allows for two types of stop sign as well as three acceptable variants
 Sign B2a is a red octagon with the inscription ""STOP"" in white
 Sign B2b is a red circle with a red inverted triangle with either a white or yellow background, and the inscription ""STOP"" in either black or dark blue
 The Convention allows for the word ""STOP"" to be in either English or the national language of the particular country
"
monitor lizard,4038,,"Monitor lizards are large lizards in the genus Varanus
 They are native to Africa, Asia, and Oceania, but are now found also in the Americas as an invasive species
  There are about 80 recognized species

Monitor lizards have long necks, powerful tails and claws, and well-developed limbs
 The adult length of extant species ranges from 20 cm (7
9 in) in some species, to over 3 m (10 ft) in the case of the Komodo dragon, though the extinct varanid known as Megalania (Varanus priscus) may have been capable of reaching lengths more than 7 m (23 ft)
"
model car,840166,,"A model vehicle or toy vehicle is a miniature representation of an automobile
 Other miniature motor vehicles, such as trucks, buses, or even ATVs, etc
 are often included in this general category
 Because many miniature vehicles were originally aimed at children as playthings, there is no precise difference between a model car and a toy car, yet the word 'model' implies either assembly required or the accurate rendering of an actual vehicle at smaller scale
 The kit building hobby became popular through the 1950s, while the collecting of miniatures by adults started to pick up momentum around 1970
"
CV-47,2700,5,"Compact Vending Machine for Industrial Purposes
 47-Year Warranty
 Reliable German Make"
AU-G5,3300,4,"Advanced Urinal Generation 5 (AUG5)
 Armored with 5-inch Steel
 Multi-Purpose works well with heated Commodes
 Built In 7-inch Entertainment System"
AWP,4750,5,"Advanced Water Purifier
 Works well with AU-G5
 Cleans water up to 1ppm
 NO water wastage"
Beretta,400,,"Swedish Coffee Machine
 Pre-Loaded With Civet Coffee
 Maximum Reliability for Morning Coffee Drinkers
 Comes with Built In Cow for fresh suply of milk"
